Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Notes
TS023-CD,Various,The Soul Fire Box Set (Rare Sides From The Soul Fire Catalogue),Truth & Soul,"2xCD, Album, Comp",5,2013,5899498,NO RAP,2016-07-12 08:07:43,
TSCD-007,Lee Fields,My World,Truth & Soul,"CD, Album",5,2009,1821792,NO RAP,2014-01-09 01:35:23,
69712 0018 2,Dred Scott,Back In The Day / Can't Hold It Back,Tuff Break Records,"CD, Maxi, Promo",5,1994,1858489,RAP,2009-08-20 00:00:00,
69712 0026 2,Dred Scott,Check The Vibe,Tuff Break Records,"CD, Promo",5,1994,3827481,RAP,2016-04-12 23:06:48,
69712 4016 2,Dred Scott,Breakin' Combs,Tuff Break Records,"CD, Album",5,1994,808700,RAP,2017-08-11 04:11:44,
31458 8172 2,Dred Scott,Nutin' Ta Lose / Duck Ya Head,"Tuff Break Records, A&M Records","CD, Single, Promo",5,1993,1645390,RAP,2009-08-20 00:00:00,
31458 8246 2,Intelligent Hoodlum,Street Life / Mad Brothas Know His Name,"Tuff Break Records, A&M Records","CD, Single, Promo, Car",5,1993,3818720,RAP,2012-08-22 05:02:09,
TUF CD 0568,The 45 King,Presents The Flavor Unit,Tuff City,"CD, Comp",5,1990,388747,RAP,2009-08-20 00:00:00,
TUF CD 0569,YZ,Sons Of The Father,Tuff City,"CD, Album",5,1990,1052149,RAP,2009-08-20 00:00:00,
TUF CD 0571,Lakim Shabazz,The Lost Tribe Of Shabazz,Tuff City,"CD, Album",5,1990,163870,RAP,2009-08-20 00:00:00,
TUF CD 0572,Anttex & The Clik,Suburban Etiquette,Tuff City,"CD, Album",4,1991,1654955,RAP,2016-01-26 03:38:04,
TUF CD 0573,Phd (3),Without Warning,Tuff City,"CD, Album",5,1991,1178899,RAP,2016-01-26 03:38:05,
TUF CD 0624,Ultramagnetic MC's,Smack My Bitch Up,Tuff City,"CD, Comp, P/Unofficial",5,1998,348699,RAP,2014-01-09 01:37:10,
TUF CD 3001,The 45 King,The 900 Number EP,Tuff City,"CD, EP",5,1991,592189,RAP,2012-08-09 15:21:11,
TUF CD 8065,YZ,EP,Tuff City,"CD, EP",5,1991,1294304,RAP,2009-08-20 00:00:00,
TUFCD3009,Boodah An Da Bandit,Brain On Drugz EP,Tuff City,"CD, EP",5,1994,2144720,RAP,2016-02-19 08:20:33,
THCD 01,obO,Fut!,Tush,"CD, Comp",5,1996,687117,NO RAP,2013-02-05 04:46:17,
TVT 2615-2,Nine Inch Nails,Head Like A Hole,TVT Records,"CD, Maxi",5,1990,3181,NO RAP,2016-05-08 14:44:50,
TVT 8211-2,Gang Starr / Wolfpak,1/2 & 1/2,TVT Records,"CD, Single",5,1998,1379839,RAP,2009-08-20 00:00:00,
UKM 002,Kixnare,Digital Garden,U Know Me Records,"CD, Album, Ltd",5,2010,2568494,RAP,2012-02-02 05:06:40,
UKM 021,Kixnare,Red,U Know Me Records,"CD, Album",4,2013,4457816,NO RAP,2013-06-06 15:26:12,
UKM 040,RYSY,Traveler,U Know Me Records,"CD, Album",5,2015,7495167,NO RAP,2016-02-03 04:43:29,
UBX 1022,Michał Urbaniak,Atma (Special Edition),Ubx Records,"CD, Album, RE, S/Edition",5,2014,9048877,NO RAP,2016-09-14 10:45:34,
540231-2,Senser,Stacked Up,ultimate,"CD, Album",5,1994,123783,NO RAP,2017-03-16 09:35:12,
UHHCD01,Various,Old School Classics: An Education In Hip Hop,Ultimate Hip Hop Collections,"CD, Mixed, Promo",5,2003,1887816,RAP,2016-12-28 12:51:34,
UHHCD01SE,Various,Old School Classics: An Education In Hip Hop,Ultimate Hip Hop Collections,"CD, Mixed, S/Edition",5,0,7014421,RAP,2016-02-05 07:23:45,
"TOPPCD008, topp cd008",Senser,Stacked Up,"Ultimate, Ultimate","CD, Album",5,1994,1554686,NO RAP,2017-03-16 09:35:20,
UL 1188-2,Wax Poetic,Nublu Sessions,Ultra Records,"CD, Album",5,2003,264966,NO RAP,2016-03-25 07:13:47,
USCD5,Various,This Is Hip Hop 2,Ultrasound Records,"2xCD, Comp",,1996,1068236,RAP,2014-09-12 15:08:17,
none,Verbal Kent,Save Yourself,"UN Happyiest, Rapmechanics","CD, Album",,2011,2764470,RAP,2017-06-07 00:02:37,NY
CD5 95668-2,Junior M.A.F.I.A.,Gettin' Money (The Get Money Remix),"Undeas Recording, Big Beat","CD, Maxi",5,1996,2049400,RAP,2009-12-14 13:35:15,
CD5 95668-2,Junior M.A.F.I.A.,Gettin' Money (The Get Money Remix),"Undeas Recording, Big Beat","CD, Maxi",5,1996,2049400,RAP,2017-11-13 06:21:48,ny
UBE-1000,Lord Finesse,Rare & Unreleased,Underboss Entertainment,"CD, Comp",5,2007,1411413,RAP,2009-08-20 00:00:00,
UBE-1001,Lord Finesse,Rare & Unreleased Vol. 2,"Underboss Entertainment, No Sleep Recordings","CD, Comp",5,2008,1744519,RAP,2011-03-18 03:03:18,
URCD-045,Underground Resistance,Interstellar Fugitives,Underground Resistance,"CD, Comp",5,1998,3064,NO RAP,2016-11-26 09:45:28,
none,Da Beatminerz,Ughh.com Presents The Best Of Da Beatminerz Pt.1,Undergroundhiphop.com,"CDr, Comp, Promo",1,2011,3204952,RAP,2013-08-29 03:31:11,
H2O 20,Gusgus,Attention,Underwater Records,"CD, Album",4,2002,2017635,NO RAP,2014-11-23 12:29:02,
"H2O 020, H2O 20",Gusgus,Attention,"Underwater Records, Underwater Records","CD, Album, Car",5,2002,91465,NO RAP,2017-03-13 11:09:51,
RCDUN52,Marsheaux,A Broken Frame,Undo Records,"CD, Album + CD, Album + RE, Gat",5,2016,8369272,NO RAP,2017-10-31 04:28:08,
UNFOLDCD006,Various,Tru Thoughts Hip Hop,Unfold Recordings,"CD, Comp",4,2008,1989838,RAP,2013-07-20 17:54:05,
UNID-10,Jazzy Jay,Cold Chillin' In The Studio Live,UNI Records,"CD, Comp",4,1989,348690,RAP,2013-09-29 09:34:28,
UNID-2,Busy Bee,Running Thangs,UNI Records,"CD, Album",5,1988,183364,RAP,2012-04-17 06:31:31,
SP5-1332,Grandmaster Flash & Melle Mel,White Lines (Don't Do It),Unidisc,"CD, Maxi",5,1993,2035569,RAP,2016-08-12 13:20:57,
USEXCD013,Various,East Coast Hip Hop : The Soulside,Unisex,"2xCD, P/Mixed",,2006,1435940,RAP,2016-12-28 16:52:16,
556 723-2,Tricky,Remixed,Universal,"CD, Comp",5,2001,84024,NO RAP,2014-07-06 12:16:42,
583 469-2,"Various, Stereo MC's",Remixed By The Stereo MCs,Universal,"CD, Comp",4,2002,121958,NO RAP,2015-07-27 04:51:33,
981 163-2,Various,Talkin Loud 1990 - 1994,Universal,"2xCD, Comp",4,2004,265312,NO RAP,2014-08-13 11:24:47,
602517876422,Q-Tip,The Renaissance,Universal Motown,"CD, Album, Sup",5,2008,2184773,RAP,2012-08-12 05:50:27,
MOTR 21055-2,Pitch Black (3),It's All Real,"Universal Motown Records Group, Travio Records","CD, Single, Promo",5,2003,3598208,RAP,2012-09-09 13:08:32,
UICZ-1470,"Muro, James Brown",Diggin' James Brown Mixed By Muro,Universal Music,"CD, Comp, Mixed",5,2013,4648467,NO RAP,2015-10-12 13:55:48,
UICZ-1576,Muro,Diggin' Def Jam - B Side Wins Again - Def Jam 30th Anniversary Edition,Universal Music,"CD, Mixed, Vin",5,2014,6320397,RAP,2014-12-10 14:56:15,
3738955,Lorde,The Love Club EP,Universal Music New Zealand,"CD, EP",,2013,4619713,NO RAP,2017-10-31 03:57:40,
602537519002,Lorde,Pure Heroine,Universal Music New Zealand,"CD, Album",5,2013,5033647,NO RAP,2014-11-23 13:28:10,
173 205 5,Apteka,Apteka,Universal Music Polska,"CD, Album",4,2007,2240816,NO RAP,2012-06-11 07:55:46,
279 221 4,Obywatel G.C.,Tak! Tak!,Universal Music Polska,"CD, Album, RE, Dig",4,2011,3311073,NO RAP,2013-07-20 17:55:14,
016 063-2,Kombi,Królowie Życia,"Universal Music Polska, Polskie Radio","CD, Album, RE, RM",5,2001,3223958,NO RAP,2013-09-22 06:41:44,
CD 06024 987 129 3 (1),Red (9) & Spinache,7 Rano,"Universal Music Polska, Universal","CD, Album",5,2005,452257,RAP,2009-08-20 00:00:00,
980 814-4,Various,60's Soul Mix,Universal Music TV,"2xCD, Comp, Mixed",3,2003,1723426,NO RAP,2017-11-11 12:43:40,
UICZ-3070,Pete Rock,Masterpiece 01,"Universal Music, Handcuts Records","CD, Mixed",,2006,4771660,RAP,2013-12-17 00:27:02,
UICZ-3073,Various / DJ Mixed By Lord Finesse,Masterpiece 03,"Universal Music, Handcuts Records","CD, Mixed",4,2006,2080188,RAP,2014-11-22 14:59:00,
0602498140598,Nelly,Iz U,Universal Records,"CD, Single",4,2003,3779854,Uncategorized,2012-08-04 13:26:42,
9814059,Nelly,Iz U,Universal Records,"CD, Single",4,2003,2667049,Uncategorized,2012-08-04 13:20:56,
RAKIM 001,Rakim,When I Be On Tha Mic,Universal Records,"CD, Maxi, Promo",5,1999,696676,RAP,2009-08-20 00:00:00,
UD-53010,Lost Boyz,Legal Drug Money,Universal Records,"CD, Album, Club",5,1996,2293904,RAP,2016-09-07 12:40:35,
UD2-53111,Rakim,The 18th Letter / The Book Of Life,Universal Records,"CD, Album + CD, Comp",5,1997,444902,RAP,2015-01-30 07:14:21,
UDM-56020,Lost Boyz,Music Makes Me High (Remix),Universal Records,"CD, Maxi",4,1996,1421435,RAP,2009-08-20 00:00:00,
UMD 80373,Mono,Silicone,Universal Records,"CD, Maxi",5,1997,161182,NO RAP,2009-08-20 00:00:00,
und 56151,Rakim,Guess Who's Back,Universal Records,"CD, Single",5,1997,350983,RAP,2012-08-07 06:02:20,
U5P-1119,Lost Boyz,Get Up (Remix),"Universal Records, Group Home","CD, Single, Promo",5,1996,4427145,RAP,2013-09-23 04:13:45,
"UD-53010, UD 53010",Lost Boyz,Legal Drug Money,"Universal Records, Universal Records","CD, Album",5,1996,5971810,RAP,2017-10-26 13:48:36,
UICY-76823/8,Underworld,Dubnobasswithmyheadman,Universal UMC,"Box, Dlx, 20t + CD, Album, RE, RM, SHM + 2xCD, Com",5,2014,6186833,NO RAP,2016-10-08 05:57:43,
5311516,The Orb,The BBC Sessions 1989-2001,"Universal UMC, Island Records","2xCD, Comp",4,2008,1491574,NO RAP,2011-02-07 10:50:34,
"5306742, 530 674-2",The Orb,Orbus Terrarum,"Universal UMC, Island Records, Universal UMC, Island Records","CD, Album, RE, RM + CD, RM",5,2008,1373690,NO RAP,2009-08-20 00:00:00,
UR001,Zamilska,Undone,Untuned Records,"CD, Album",5,2016,8222302,NO RAP,2017-03-13 14:13:48,
UC004 CDS,A.D.O.R.,One For The Trouble / Let It All Hang Out,Uppercut Records,"CD, Maxi",5,0,396809,RAP,2012-09-26 14:24:20,
"UC CD 004, uc cd 004, 071.7004.20",A.D.O.R.,Shock Frequency,"Uppercut Records, Play It Again Sam [PIAS], Tru Reign Records, Uppercut Records, Uppercut Records, Tru Reign Records, Tru Reign Records, Play It Again Sam [PIAS], Play It Again Sam [PIAS]","CD, Album",4,1998,1332082,RAP,2012-12-03 12:58:06,
75021 5307 2,Groove B Chill,Starting From Zero,Uptown Records,"CD, Album",5,1990,2272252,RAP,2015-01-30 06:30:38,
UPT5P 3337,Lost Boyz,Lifestyles Of The Rich And Shameless (Remixes),"Uptown Records, MCA Records","CD, Single, Promo",5,1995,2006973,RAP,2009-11-13 14:05:27,
UPT5P-2464,Heavy D. & The Boyz,Who's The Man?,"Uptown Records, MCA Records","CD, Single, Promo",5,1992,1389841,RAP,2009-08-20 00:00:00,
UPT5P-2683,3rd Eye (2) & The Group Home,Ease Up,"Uptown Records, MCA Records","CD, Single, Promo",5,1993,1390470,RAP,2009-08-20 00:00:00,
UPT5P-2743,Notorious B.I.G.,Party And Bull,"Uptown Records, MCA Records","CD, Single, Promo",5,1993,2085786,RAP,2012-12-17 11:02:59,
UPT5P-3390,Lost Boyz,Lifestyles Of The Rich And Shameless,"Uptown Records, MCA Records","CD, Single, Promo",5,1995,2169269,RAP,2010-03-04 14:45:31,
UPT5P-3409,Lost Boyz,"Jeeps, Lex Coups, Bimaz & Benz","Uptown Records, MCA Records","CD, Single, Promo",5,1995,2169285,RAP,2010-03-04 14:58:50,
UPT5P-3442,Lost Boyz,"Jeeps, Lex Coups, Bimaz & Benz (Remix)","Uptown Records, MCA Records","CD, Single, Promo",5,1995,2167039,RAP,2010-03-03 08:42:43,
UPTD 10794,Various,Who's The Man? (Original Motion Picture Soundtrack),"Uptown Records, MCA Records","CD, Album",5,1993,1180197,RAP,2009-08-20 00:00:00,
UPT5P-1298,Herb McGruff Featuring Mr. Cheeks,This Is How We Do,"Uptown Records, Universal Records","CD, Single, Promo",5,1998,3821497,RAP,2012-08-23 11:14:58,
527 383-2,Yello,Hands On Yello,Urban,"CD, Comp",4,1995,49798,NO RAP,2012-10-12 15:31:53,
527 728-2,Yello,Hands On Yello (The Updates),Urban,"2xCD, Comp",5,1995,168950,NO RAP,2012-10-12 15:32:22,
577 089-2,Plutone Hands On Yello,Oh Yeah,Urban,"CD, Maxi",4,1995,170501,NO RAP,2012-10-12 15:32:53,
851 357-2,WestBam Hands On Yello,Bostich,Urban,"CD, Maxi",4,1995,149814,NO RAP,2012-10-12 15:28:44,
851 811-2,Jam & Spoon Hands On Yello,You Gotta Say Yes To Another Excess- Great Mission,Urban,"CD, Maxi",4,1995,74128,NO RAP,2012-10-12 15:30:00,
VWX017-2,The Cali Kings,Mix Tape Vol. 1,V-Wax,"CD, Comp, Mixed",4,1998,2622908,RAP,2012-11-27 06:14:51,
V2CI 107~108,Underworld,Dubnobasswithmyheadman,V2,"CD, Album + CD, Mini",5,2001,901889,NO RAP,2009-08-20 00:00:00,
V2CP 166,Underworld,Born Slippy Nuxx,V2,"CD, Maxi",5,2003,343065,NO RAP,2009-08-20 00:00:00,
V2CP 310,Underworld & Gabriel Yared,Breaking And Entering,V2,"CD, Album",4,2006,881766,NO RAP,2014-05-27 05:22:54,
VVNL23142,Brad,United We Stand,V2,"CD, Album, Gat",5,2012,3704868,NO RAP,2012-11-01 13:53:19,
VVNL24302,Charles Bradley,Victim Of Love,V2,"CD, Album, Dig",5,2013,4477302,NO RAP,2016-03-06 22:57:27,
VVNL28602,Charles Bradley,Changes,V2,"CD, Album",5,2016,8419972,NO RAP,2017-06-03 05:41:33,
VVR1027162,Various,Nothin' But A Funk Thang,V2,"CD, Comp",5,2004,1401318,NO RAP,2015-10-10 06:27:05,
VVR1029172,Bugz In The Attic,Got The Bug (The Bugz In The Attic Remixes Collection),V2,"CD, Comp + CD, Mixed",4,2004,1093581,NO RAP,2016-08-02 04:51:36,
VVR1030292,At The Drive-In,Relationship Of Command,V2,"CD, Album, RE",5,2004,3264830,NO RAP,2015-01-30 08:07:02,
VVR5002033,N'Dea Davenport,Bring It On,V2,"CD, Single",4,1998,254643,RAP,2013-01-26 07:50:17,
VVR797362,The Soulsavers,The Light The Dead See,"V2, Cooperative Music","CD, Album",5,2012,3609622,NO RAP,2012-08-12 05:36:04,
"VVR1006158, SLD 017 2CD",Alex Gopher,"You, My Baby & I","V2, Disques Solid","CD, Album + CD, Comp",5,2000,243451,NO RAP,2016-08-30 14:29:13,
V2CP 142,Underworld,Dinosaur Adventure 3D,"V2, Junior Boy's Own","CD, Maxi",5,2002,126551,NO RAP,2009-08-20 00:00:00,
"63881-27622-2, 63881-277622-2",Underworld,King Of Snake / Jumbo / Push Upstairs / Bruce Lee,"V2, V2","Box, Comp + CD, Maxi, Enh + CD, Maxi + CD, Maxi",5,1999,77111,NO RAP,2009-08-20 00:00:00,
"VVR1015912, 707.1591.2",Nitin Sawhney,Prophesy,"V2, V2","CD, Album",5,2001,13838,NO RAP,2015-08-16 14:02:59,
VAD001CD,Stringtronics,Mindbender,Vadim Music,"CD, Album, Ltd, RE",5,2004,2768243,NO RAP,2016-11-10 09:57:53,
VAD014CD,Janko Nilovic,Last Impressions - Remixes,Vadim Music,"CD, Comp",5,2008,3293114,NO RAP,2017-11-20 03:15:11,
none,No Description Given,The Game & The Player,Valley Vue,"CD, Album",5,1994,2249683,RAP,2017-11-13 06:49:27,ny
VAMPI CD 021,Monguito Santamaria,Hey Sister,Vampi Soul,"CD, Album, RE",5,2003,3894167,NO RAP,2017-04-15 06:38:37,
VAMPI CD 056,Maranata,Maranata,Vampi Soul,"CD, Album",5,2005,1422962,NO RAP,2016-09-24 03:40:11,
VAMPI CD 078,Dennis Coffey,Big City Funk (Original Old School Breaks & Heavy Guitar Soul),Vampi Soul,"CD, Comp",5,2006,1080810,NO RAP,2016-09-22 05:23:29,
VAMPI CD 108,Various,The Afrosound Of Colombia Volume 1,Vampi Soul,"2xCD, Comp",5,2010,2274610,NO RAP,2014-05-13 02:47:16,
VCD 71 / 72,Perrey & Kingsley,The Essential Perrey & Kingsley,Vanguard,"CD, Comp",5,1988,2324745,NO RAP,2012-05-19 06:52:45,
302 067 411 8,Keith Emerson,Nighthawks (Original Soundtrack),Varèse Sarabande,"CD, Album, RE",5,2016,8667014,NO RAP,2016-11-19 09:44:59,ny
"VCRD 41, VCRD41, 7243 8 95299 2 0",Luniz,I Got 5 On It (Urban Takeover Remix),"VC Recordings, VC Recordings, Virgin","CD, Single",4,1998,771786,RAP,2012-08-12 07:49:23,
2708674,Mark Knopfler,Get Lucky,Vertigo,"CD, Album",5,2009,1969946,NO RAP,2013-04-20 11:31:53,
3719823,Soundgarden,King Animal,Vertigo,"CD, Album",5,2012,4022780,NO RAP,2013-01-26 11:42:40,
06024 9830756,Yello,Claro Que Si,"Vertigo, Universal Music","CD, Album, RE, RM, Uni",5,2005,600838,NO RAP,2012-10-12 15:10:42,
06024 9830757,Yello,Flag,"Vertigo, Universal Music","CD, Album, RE, RM, Dig",4,2005,601633,NO RAP,2012-10-12 15:20:49,
06024 9830759,Yello,Stella,"Vertigo, Universal Music","CD, Album, RE, RM, Dig",5,2005,601616,NO RAP,2012-10-12 15:13:58,
06024 9830760,Yello,You Gotta Say Yes To Another Excess,"Vertigo, Universal Music","CD, Album, RE, RM, Dig",5,2005,600819,NO RAP,2012-10-12 15:13:07,
06024 9830904,Yello,Solid Pleasure,"Vertigo, Universal Music","CD, Album, RE, RM, Dig",5,2005,600830,NO RAP,2012-10-12 15:09:54,
"826 773-2, 826 773-2 Q",Yello,1980 - 1985 The New Mix In One Go,"Vertigo, Vertigo","CD, Comp, P/Mixed",5,1986,50667,NO RAP,2012-10-12 15:17:25,
537 641-2,Monday Michiru Featuring The Paradox Band,Delicious Poison,Verve Forecast,"CD, Album",5,1996,2465760,NO RAP,2013-06-07 03:57:13,
0602498617182,James Brown With Oliver Nelson Conducting Louie Bellson Orchestra,Soul On Top,Verve Records,"CD, Album, RE",5,2004,367153,NO RAP,2012-06-04 23:24:51,
0602498831526,James Brown,Gettin' Down To It,Verve Records,"CD, Album, RM",5,2005,545445,NO RAP,2012-06-04 23:23:48,
0602517346871,James Brown,Jazz,Verve Records,"CD, Comp",5,2007,4343609,NO RAP,2013-03-03 06:40:52,
VICP-63534,Transit Kings,Living In A Giant Candle Winking At God,Victor,"CD, Album",5,2006,735648,NO RAP,2013-09-22 07:24:12,
VE 7000,Da Ranjahz,Who Feels It Knows,Villa,"CD, Album",4,2003,1390505,RAP,2009-08-20 00:00:00,
VJR-3102,Everything Everything,Man Alive,Vinyl Junkie Recordings,"CD, Album",5,2010,2632768,NO RAP,2013-03-30 08:15:49,
314 537 607-2,CRU,Da Dirty 30,Violator Records,"CD, Album",5,1997,250167,RAP,2014-05-08 23:39:13,
0777 7 86228 2 6,Massive Attack,Blue Lines,Virgin,"CD, Album, RE",5,0,104114,NO RAP,2013-01-26 11:37:53,
7243 8 40404 2 0,Techno Animal,Re-Entry,Virgin,"2xCD, Album",5,1995,68435,NO RAP,2009-08-20 00:00:00,
7243 8 40475 2 8,Various,Macro Dub Infection Volume One,Virgin,"2xCD, Comp",5,1995,115747,NO RAP,2013-11-30 08:20:52,
7243 8 42176 2 4,The Sidewinder,Colonized,Virgin,"CD, Album",4,1996,99852,NO RAP,2010-04-02 10:33:19,
7243 8 45599 2 2,Massive Attack,Mezzanine,Virgin,"CD, Album",4,1998,104147,NO RAP,2013-01-23 07:50:11,
7243 8 46080 2 6,Zbigniew Preisner,La Double Vie De Véronique - The Double Life Of Veronika,Virgin,"CD, Album",5,1991,2861251,NO RAP,2015-10-11 01:32:11,
CDV 2292,Tangerine Dream,Hyperborea,Virgin,"CD, Album",5,1985,135011,NO RAP,2014-02-01 10:15:06,
CVCD2,Cabaret Voltaire,Micro-Phonies,Virgin,"CD, Album",5,0,54873,NO RAP,2009-08-20 00:00:00,
CVMCD 1,Cabaret Voltaire,Drinking Gasoline,Virgin,CD,5,1990,202072,NO RAP,2009-08-20 00:00:00,
TOCP-66907,Alice In Chains,Black Gives Way To Blue,Virgin,"CD, Album",5,2009,3071518,NO RAP,2013-03-23 11:12:08,
V2-91012,Tangerine Dream,Force Majeure,Virgin,"CD, Album, Club, RE",4,1988,535525,NO RAP,2013-02-17 06:10:31,
VJCP 68391,Craig Armstrong,As If To Nothing,Virgin,"CD, Album",5,2002,3243429,NO RAP,2017-11-11 12:58:22,
VJCP-20010,Lenny Kravitz = Lenny Kravitz,Heaven Help = 悲しみの十字架,Virgin,"CD, Maxi",4,1993,3779368,NO RAP,2013-05-28 03:40:22,
VJCP-25275,The Future Sound Of London,Dead Cities,Virgin,"CD, Album",5,1996,2145538,NO RAP,2015-12-30 04:24:31,
VJCP-25337,Photek,Modus Operandi,Virgin,"CD, Album",5,1997,568855,NO RAP,2017-10-23 09:12:28,
VJCP-25400,Lenny Kravitz,5,Virgin,"CD, Album",5,1998,3688342,NO RAP,2013-09-25 23:42:18,
VJCP-3059,Soul II Soul,Club Classics Vol. One,Virgin,"CD, Album, RE",5,1997,4429607,NO RAP,2013-03-30 07:50:56,
VJCP-61007,Stardust,Music Sounds Better With You,Virgin,"CD, Maxi",5,1998,2981155,NO RAP,2013-02-26 02:41:23,
VJCP-68121,Cassius,1999,Virgin,"CD, Album",4,1999,2182550,NO RAP,2013-02-26 02:41:15,
VJCP-68156-7,Lenny Kravitz,5,Virgin,"2xCD, Album, Ltd",5,1999,2837350,NO RAP,2011-08-22 04:29:11,
VJCP-68470 (7243 5 80247 0 8),Gang Starr,The Ownerz,Virgin,"CD, Album, Copy Prot.",5,2003,1572421,RAP,2012-04-07 02:17:49,
VJCP-68502,Richard X,Presents His X-Factor Vol.1,Virgin,"CD, Album, Copy Prot.",5,2003,1780211,NO RAP,2011-08-22 04:29:12,
"VUSCD 20, 663 221-211",Lenny Kravitz,Mr. Cab Driver,"Virgin America, Virgin America","CD, Single",4,1990,1752741,NO RAP,2016-06-17 03:53:00,
0602537910687,Queen,Live At The Rainbow '74,Virgin EMI Records,"2xCD, Album",5,2014,6058985,NO RAP,2017-10-29 14:28:54,
PRCD 3342,Harmony (3),Poundcake,"Virgin Records America, Inc.","CD, Single, Promo",4,1990,1273044,RAP,2012-07-26 07:04:27,
"DPRO 14199, DPRO-14199",Shaggy,Nice And Lovely,"Virgin Records America, Inc., Virgin Records America, Inc.","CD, Single, Promo",4,1993,3779688,NO RAP,2012-08-04 11:56:54,
7243 8 39883 2 7,Massive Attack,Protection,"Virgin Records America, Inc., Virgin, Wild Bunch Records","CD, Album, Club",5,1995,2423609,NO RAP,2013-01-23 07:50:02,
VJCP-36070-71,George Michael,Older,"Virgin, Aegean","CD, Album + CD, Comp, Enh + Ltd, S/Edition",5,1998,2116265,NO RAP,2013-08-23 08:45:13,
"7243 8 48740 2 5, CDV2920, 8 48740 2",George Michael,Songs From The Last Century,"Virgin, Aegean, Virgin, Aegean, Virgin, Aegean","CD, Album",5,1999,369197,NO RAP,2014-04-07 16:54:21,
"VUSCD 101, 7243 8 93365 2 8",Luniz,I Got 5 On It,"Virgin, C-Note Records, Noo Trybe Records","CD, Single",5,1995,777606,RAP,2011-07-11 10:36:19,
VJCP-25136,Massive Attack,Protection,"Virgin, Circa","CD, Album",5,1994,1966188,NO RAP,2017-01-18 05:11:14,
0724356330320,The Chemical Brothers,Push The Button,"Virgin, Freestyle Dust","CD, Album, Copy Prot.",4,2005,385378,NO RAP,2017-11-19 03:54:06,
"7243 8 47610 2 8, XDUSTCD4",The Chemical Brothers,Surrender,"Virgin, Freestyle Dust","CD, Album",5,1999,3256112,NO RAP,2017-11-19 03:46:10,
724359282923,The Chemical Brothers,Singles 93-03,"Virgin, Freestyle Dust, Junior Boy's Own","2xCD, Comp, Copy Prot.",5,2003,387785,NO RAP,2017-11-19 07:39:23,
509995 08721 2 1,Dave Gahan,Hourglass,"Virgin, Mute","CD, Album, Dig",5,2007,1130082,NO RAP,2013-05-27 03:16:13,
"7243 8 92817 2 9, VUSCD 88",Scarface (3),Hand Of The Dead Body,"Virgin, Rap-A-Lot Records","CD, Single",5,1994,1073131,RAP,2012-08-04 12:32:30,
CVCD3,Cabaret Voltaire,"The Covenant, The Sword And The Arm Of The Lord","Virgin, Some Bizzare","CD, Album",5,1985,55566,NO RAP,2009-08-20 00:00:00,
"VJCP-68306, 724381033227",AIR,10 000 Hz Legend,"Virgin, Source","CD, Album",5,2001,308822,NO RAP,2013-12-28 15:02:47,
"0777 7 86091 2 4, V2-86091",Tangerine Dream,Rubycon,"Virgin, Virgin","CD, Album, RE",5,1988,625051,NO RAP,2013-01-26 15:44:16,
"7 91012-2, 2-91012",Tangerine Dream,Force Majeure,"Virgin, Virgin","CD, Album, RE",5,1988,3088337,NO RAP,2013-11-30 07:07:44,
"7243 8 48158 2 0, CDVX 2900",David Bowie,Hours...,"Virgin, Virgin","CD, Album, Ltd, Len",4,1999,218806,NO RAP,2011-02-07 09:59:21,
"8496062,  7243 8 49606 2 9",Daft Punk,Discovery,"Virgin, Virgin","CD, Album",5,2001,169648,NO RAP,2017-11-12 13:35:39,
"CDF 22, 665 275",Eurythmics,Sexcrime (Nineteen Eighty-Four),"Virgin, Virgin","CD, Maxi, RE",5,1992,627449,NO RAP,2017-11-20 03:46:13,
"CDV 2074, 0777 7 87238 2 0",Gong,Gazeuse!,"Virgin, Virgin","CD, Album, RE",5,1989,1810037,NO RAP,2013-04-18 08:25:58,
"CDV 2099, 260 765-217",Gong,Expresso II,"Virgin, Virgin","CD, Album, RE",5,0,2855197,NO RAP,2013-04-18 08:33:05,
"CDV 2755, 7243 8 40066 2 4",The Future Sound Of London,ISDN,"Virgin, Virgin","CD, Album, Ltd, Cru",5,1994,10053,NO RAP,2012-05-30 05:57:38,
"CDVR2192, 7243 580114 25",The Human League,Dare,"Virgin, Virgin","CD, Album, RE, RM",5,2003,202860,NO RAP,2014-09-12 13:11:55,
"CVCD1, 610 493",Cabaret Voltaire,The Crackdown,"Virgin, Virgin","CD, Album, RE",5,0,45574,NO RAP,2009-08-20 00:00:00,
"CVCD4, CV CD4",Cabaret Voltaire,Technology: Western Re-Works 1992,"Virgin, Virgin","CD, Album",4,1992,184803,NO RAP,2009-08-20 00:00:00,
"CVCDT 6, 665 336",Cabaret Voltaire,I Want You / Kino (Altern 8 Remixes / C/V Western Re-Works: 92),"Virgin, Virgin","CD, Single",5,1992,55855,NO RAP,2009-08-20 00:00:00,
"DIDCDR6, 7243 581506 2 9",Orchestral Manoeuvres In The Dark,Organisation,"Virgin, Virgin","CD, Album, RE, RM",4,2003,186218,NO RAP,2012-06-11 10:15:58,
"DPRO-14395, 7087 6 14395 2 6",Enigma,MCMXC a.D.,"Virgin, Virgin","CD, Promo",5,1999,747793,NO RAP,2013-06-21 07:37:55,
